date,species,sample_ID,frag_ID,light_dark,run_block,SA_cm2,umol.cm2.hr,chamber_channel,Temp.C,umol.cm2.hr_uncorr,Light_level,Light_value
2026-03-30,water,P1,P1,DARK,RUN1,1,-0.8928629118918738,1,23.640023121387284,-1.1218474182484783,1,0
2026-03-30,water,P2,P2,DARK,RUN1,1,-0.7680270141989024,2,23.522,-0.9970115205555069,1,0
2026-03-30,water,P3,P3,DARK,RUN1,1,-0.8593244519264954,3,23.587098265895953,-1.0883089582830998,1,0
2026-03-30,water,P4,P4,DARK,RUN1,1,-0.882078603907739,5,23.478838150289015,-1.1110631102643433,1,0
2026-03-30,water,P5,P5,DARK,RUN1,1,-0.7101697888894354,6,23.520687861271675,-0.9391542952460399,1,0
2026-03-30,water,P6,P6,DARK,RUN1,1,-0.682606908462292,7,23.6038612716763,-0.9115914148188965,1,0
2026-03-30,water,P7,P7,DARK,RUN1,1,-0.7546976460729121,8,23.561797687861272,-0.9836821524295166,1,0
2026-03-30,water,P8,P8,DARK,RUN1,1,-0.9105262470973222,9,23.66901156069364,-1.1395107534539266,1,0
2026-03-30,water,P9,P9,DARK,RUN1,1,-0.9022384229324666,11,23.58249132947977,-1.131222929289071,1,0
2026-03-30,water,P10,P10,DARK,RUN1,1,-0.8425465517444977,12,23.485670520231213,-1.0715310581011022,1,0
2026-03-30,water,P1,P1,LIGHT,RUN1,1,-0.7090946893622161,1,23.9386940509915,3.2200233963721563,2,450
2026-03-30,water,P2,P2,LIGHT,RUN1,1,-0.024232447548953873,2,23.82786685552408,3.9048856381854185,2,450
2026-03-30,water,P3,P3,LIGHT,RUN1,1,0.027302105813993734,3,23.894892351274788,3.9564201915483657,2,450
2026-03-30,water,P4,P4,LIGHT,RUN1,1,-0.3615193016200443,5,23.839104815864022,3.567598784114328,2,450
2026-03-30,water,P5,P5,LIGHT,RUN1,1,-0.7848797434780141,6,23.857,3.144238342256358,2,450
2026-03-30,water,P6,P6,LIGHT,RUN1,1,-0.39309475268262595,7,23.922096317280452,3.5360233330517463,2,450
2026-03-30,water,P7,P7,LIGHT,RUN1,1,-1.3071547201525922,8,23.912940509915018,2.62196336558178,2,450
2026-03-30,water,P8,P8,LIGHT,RUN1,1,-0.23938112428313446,9,24.00133144475921,3.6897369614512376,2,450
2026-03-30,water,P9,P9,LIGHT,RUN1,1,-0.937847038820904,11,23.921447592067988,2.991271046913468,2,450
2026-03-30,water,P10,P10,LIGHT,RUN1,1,-0.16160942745930584,12,23.797277620396603,3.7675086582750663,2,450
